name,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name
EmperorGreymon,Digimon,P-185,6,12,4,,,[Digivolve] [Takuya Kanbara] w/5 [Hybrid] trait cards under: Cost 4,Green,Red,Dragon Warrior,,,12000,Variable,P,,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target). [When Digivolving] Delete 1 of your opponent's Digimon with as much or less DP as this Digimon. [All Turns] This Digimon gets +1000 DP for each color in its digivolution cards. [End of Your Turn] [Once Per Turn] This Digimon unsuspends.",,[Digivolve] [Takuya Kanbara] w/5 [Hybrid] trait cards under: Cost 4,Digimon Card Game,emperorgreymon-p-185,2025-03-06 12:00:48,EmperorGreymon (BT-21: Illustration Celebration Pack),622266,['BT-21: Illustration Celebration Pack']
Gallantmon,Digimon,P-186,6,12,4,,,[Digivolve] Lv.5 w/[WarGrowlmon] in name: Cost 3,Red,Yellow,Holy Warrior,Royal Knight,,12000,Virus,P,,,"When this card would be played, if there is a Digimon with 13000 DP or more, reduce the play cost by 2 for every 5 total cards in both players' trashes. ＜Rush＞ (This Digimon can attack the turn it comes into play). ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target). [On Play] [When Digivolving] Delete 1 Digimon with 13000 DP or more. If this effect didn't delete, ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack).",,[Digivolve] Lv.5 w/[WarGrowlmon] in name: Cost 3,Digimon Card Game,gallantmon-p-186,2025-03-06 12:00:39,Gallantmon (BT-21: Illustration Celebration Pack),622950,['BT-21: Illustration Celebration Pack']
Mastemon,Digimon,P-187,6,13,5,,,[DNA Digivolve] Purple Lv.5 + Yellow Lv.5 : Cost 0 Stack the 2 specified Digimon and digivolve unsuspended.,Purple,Yellow,Angel,,,13000,Vaccine,P,,,"[When Digivolving] ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack). Then, if DNA digivolving, by placing 1 other Digimon or Tamer as the top or bottom security card, trash your opponent's top security card. [When Digivolving] [When Attacking] [Once Per Turn] By trashing your top security card, you may play 1 purple or yellow Digimon card with 6000 DP or less from your hand or trash without paying the cost.",,[DNA Digivolve] Purple Lv.5 + Yellow Lv.5 : Cost 0 Stack the 2 specified Digimon and digivolve unsuspended.,Digimon Card Game,mastemon-p-187,2025-03-03 6:00:14,Mastemon (BT-21: Illustration Celebration Pack),621098,[]
DemiVeemon,Digi-Egg,P-188,2,,,,,,Blue,,Baby Dragon,,,,,P,,,"Inherited Effect [Your Turn] [Once Per Turn] When any of your blue Tamers are played, ＜Draw 1＞ (Draw 1 card from your deck).",,,Digimon Card Game,demiveemon-p-188,2025-05-02 12:02:24,,,[]
Dimetromon,Digimon,P-189,4,6,2,,,,Red,,Reptile,LIBERATOR,,6000,Virus,P,,,"[Security] You may play 1 card with the [LIBERATOR] trait and a play cost of 4 or less from your hand or trash without paying the cost. ＜Progress＞ (While attacking, your opponent's effects don't affect this Digimon).","[Your Turn] [Once Per Turn] When your opponent's security stack is removed from, gain 1 memory.",,Digimon Card Game,dimetromon-p-189,2025-05-02 12:01:47,,,[]
Tweetmon,Digimon,P-190,3,3,0,,,[Digivolve] Lv.2 w/[Appmon] trait: Cost 0,Blue,,Tweet (App Name),,Stnd.,1000,Social,P,Stnd.,,[On Play] ＜Draw 1＞ (Draw 1 card from your deck).,Link DP << +2000 DP,[Digivolve] Lv.2 w/[Appmon] trait: Cost 0,Digimon Card Game,tweetmon-p-190,2025-05-02 12:01:43,,,[]
Apollomon,Digimon,P-191,6,7,4,,,[Digivolve] Lv.5 w/[Light Fang]/[Night Claw] trait: Cost 4,Yellow,Red,Shaman,Olympos XII,,12000,Vaccine,P,,,"[Hand] [Counter] ＜Blast Digivolve＞ (Your Digimon may digivolve into this card without paying the cost). [On Play] [When Digivolving] To 1 of your opponent’s Digimon, give -4000 DP for the turn for each of your Digimon with the [Olympos XII] trait. Then, delete up to 7000 DP total worth of their Digimon. [End of Your Turn] 2 of your Digimon may DNA digivolve into [GraceNovamon] in the hand. Then, 1 of your Digimon may attack.","Ace Overflow ＜-4＞ (As this card moves from the field or under a card to an area other than those, lose 4 memory.)",[Digivolve] Lv.5 w/[Light Fang]/[Night Claw] trait: Cost 4,Digimon Card Game,apollomon-p-191,2025-05-02 12:01:39,,,[]
Bakemon,Digimon,P-192,4,5,2,,,,Purple,,Ghost,LIBERATOR,,5000,Virus,P,,,"[On Play] [When Digivolving] By trashing 1 card in your hand, delete 1 of your opponent's level 4 or lower Digimon.","＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling).",,Digimon Card Game,bakemon-p-192,2025-05-02 12:01:36,,,[]
The Wicked God Emerges!,Option,P-193,,3,,,,,Purple,,,,,,,P,,,"[Main] By trashing 1 card with the [Composite] or [Wicked God] trait from your hand, ＜Draw 2＞ (Draw 2 cards from your deck). Then, place this card in the battle area. [End of All Turns] ＜Delay＞ (After this card is placed, by trashing it the next turn or later, activate the effect below). ・By deleting 1 of your [Millenniummon], you may play 1 [Wicked God] trait Digimon card from your hand or trash without paying the cost.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,the-wicked-god-emerges-p-193,2025-05-02 12:01:32,,,[]
Aegiomon,Digimon,P-194,4,4,2,,,[Digivolve] Lv.3 w/[TS] trait: Cost 2,Yellow,,Shaman,TS,,4000,Vaccine,P,,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target). ＜Barrier＞ (When this Digimon would be deleted in battle, by trashing the top card of your security stack, prevent that deletion).","＜Barrier＞ (When this Digimon would be deleted in battle, by trashing the top card of your security stack, prevent that deletion).",[Digivolve] Lv.3 w/[TS] trait: Cost 2,Digimon Card Game,aegiomon-p-194,2025-06-05 18:04:56,,,['Digimon Story: Time Stranger Promo Pack']
Inori Misono,Tamer,P-195,,3,,,,,Yellow,,TS,,,,,P,,,"[Start of Your Main Phase] If your opponent has a Digimon, gain 1 memory. [On Play] Activate 1 of the effects below: ・You may play 1 [Elecmon] from your hand without paying the cost. ・1 of your Digimon may digivolve into [Aegiomon] in the hand without paying the cost.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,inori-misono-p-195,2025-06-13 0:05:30,,,['Digimon Story: Time Stranger Promo Pack']
Gomamon,Digimon,P-196,3,3,0,,,[Digivolve] Lv.2 w/[TS] trait: Cost 0,Blue,,Sea Beast,TS,,1000,Vaccine,P,,,"[Start of Your Main Phase] If you have 4 or less memory, this Digimon may digivolve into a Digimon card with the [Sea Beast] or [TS] trait in the hand without paying the cost.","[When Attacking] [Once Per Turn] If you have 7 or fewer cards in your hand, ＜Draw 1＞ (Draw 1 card from your deck).",[Digivolve] Lv.2 w/[TS] trait: Cost 0,Digimon Card Game,gomamon-p-196,2025-06-13 0:05:28,,,['Digimon Story: Time Stranger Promo Pack']
Patamon,Digimon,P-197,3,3,0,,,[Digivolve] Lv.2 w/[TS] trait: Cost 0,Yellow,,Mammal,TS,,1000,Data,P,,,"[Start of Your Main Phase] If you have 4 or less memory, this Digimon may digivolve into a Digimon card with the [Angel] or [TS] trait in the hand without paying the cost.",[When Attacking] [Once Per Turn] 1 of your opponent's Digimon gets -2000 DP for the turn.,[Digivolve] Lv.2 w/[TS] trait: Cost 0,Digimon Card Game,patamon-p-197,2025-06-13 0:05:26,,,['Digimon Story: Time Stranger Promo Pack']
DemiDevimon,Digimon,P-198,3,3,0,,,[Digivolve] Lv.2 w/[TS] trait: Cost 0,Purple,,Evil,TS,,1000,Virus,P,,,"[Start of Your Main Phase] If you have 4 or less memory, this Digimon may digivolve into a Digimon card with the [Fallen Angel] or [TS] trait in the hand without paying the cost.",[When Attacking] [Once Per Turn] ＜Draw 1＞ (Draw 1 card from your deck) and trash 1 card in your hand.,[Digivolve] Lv.2 w/[TS] trait: Cost 0,Digimon Card Game,demidevimon-p-198,2025-06-13 0:05:24,,,['Digimon Story: Time Stranger Promo Pack']
Dan Yuki,Tamer,P-199,,3,,,,,Red,,TS,,,,,P,,,"[Start of Your Main Phase] If you have 4 or less memory, 1 of your Digimon gets +3000 DP for the turn. [Your Turn] When any of your Digimon cards with the [TS] trait would be played, by suspending this Tamer, reduce their play costs by 1.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,dan-yuki-p-199,2025-06-13 0:05:22,,,['Digimon Story: Time Stranger Promo Pack']
Kanan Yuki,Tamer,P-200,,3,,,,,Green,,TS,,,,,P,,,"[Start of Your Main Phase] If you have 4 or less memory, suspend 1 of your opponent's Digimon. [Your Turn] When any of your Digimon would digivolve into a Digimon card with the [TS] trait, by suspending this Tamer, reduce the digivolution cost by 1.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,kanan-yuki-p-200,2025-06-13 0:05:20,,,[]
Gurimon,Digi-Egg,RB1-001,2,,,,,,Red,,Lesser,,In-Training,,,C,In-Training,,"Inherited Effect [Your Turn] [Once Per Turn] When one of your effects places a digivolution card under this Digimon, ＜Draw 1＞ (Draw 1 card from your deck).",,,Digimon Card Game,gurimon-rb1-001,2024-05-27 15:14:30,Gurimon,514264,['RB-01: Resurgence Booster']
Puyoyomon,Digi-Egg,RB1-002,2,,,,,,Blue,,Lesser,,In-Training,,,C,In-Training,,"Inherited Effect [When Attacking] [Once Per Turn] By trashing 1 blue card in your hand, trash the bottom digivolution card of 1 of your opponent's Digimon.",,,Digimon Card Game,puyoyomon-rb1-002,2024-05-27 15:14:30,Puyoyomon,514453,['RB-01: Resurgence Booster']
Bosamon,Digi-Egg,RB1-003,2,,,,,,Green,,Lesser,,In-Training,,,C,In-Training,,"Inherited Effect [Your Turn] While your opponent has no unsuspended Digimon, this Digimon gets +1000 DP.",,,Digimon Card Game,bosamon-rb1-003,2024-05-27 15:14:30,Bosamon,514946,['RB-01: Resurgence Booster']
Agumon,Digimon,RB1-004,3,3,0,Red,2,,Red,,Reptile,,Rookie,2000,Vaccine,R,Rookie,,"Inherited Effect [Your Turn] While this Digimon has [Greymon] in its name, it gets +2000 DP.",,,Digimon Card Game,agumon-rb1-004,2024-05-27 15:14:30,Agumon,515503,['RB-01: Resurgence Booster']
Gammamon,Digimon,RB1-005,3,3,0,Red,2,,Red,,Ceratopsian,,Rookie,1000,Virus,U,Rookie,,[On Play] Reveal the top 3 cards of your deck. Add 1 card with [Gammamon] in its text and 1 [Hiro Amanokawa] among them to your hand. Place the rest at the bottom of your deck in any order.,"[Your Turn] While this Digimon has [Gammamon] in its text, it gets +2000 DP.",,Digimon Card Game,gammamon-rb1-005,2024-05-27 15:14:30,Gammamon - RB1-005,514268,"['Box Promotion Pack: Resurgence Booster', 'RB-01: Resurgence Booster']"
Gammamon,Digimon,RB1-006,3,4,1,Red,2,,Red,,Ceratopsian,,Rookie,4000,Virus,R,Rookie,,"[Your Turn] While you have a red Tamer in play, this Digimon may also attack your opponent's unsuspended Digimon.",,,Digimon Card Game,gammamon-rb1-006,2024-05-27 15:14:30,Gammamon - RB1-006,515505,['RB-01: Resurgence Booster']
Greymon,Digimon,RB1-007,4,5,2,Red,3,,Red,,Dinosaur,,Champion,5000,Vaccine,R,Champion,,"[Your Turn] While this Digimon has an [Agumon] digivolution card, it gains ＜Security A. +1＞ (This Digimon checks 1 additional security card).",,,Digimon Card Game,greymon-rb1-007,2024-05-27 15:14:30,Greymon,515510,['RB-01: Resurgence Booster']
BetelGammamon,Digimon,RB1-008,4,6,2,Red,3,[Digivolve] [Gammamon]: Cost 2,Red,,Dragonkin,,Champion,6000,Vaccine,C,Champion,,"＜Raid＞ (When this Digimon attacks, you may switch the target of attack to 1 of your opponent's unsuspended Digimon with the highest DP). [When Digivolving] If you don't have [Hiro Amanokawa] in play, you may play 1 [Hiro Amanokawa] from your hand without paying the cost.",,[Digivolve] [Gammamon]: Cost 2,Digimon Card Game,betelgammamon-rb1-008,2024-05-27 15:14:30,BetelGammamon,514269,['RB-01: Resurgence Booster']
Canoweissmon,Digimon,RB1-009,5,8,3,Red,4,[Digivolve] Lv.4 w/[Gammamon] in name: Cost 3,Red,,Sky Dragon,,Ultimate,8000,Vaccine,U,Ultimate,,"One of your [Gammamon] that has a digivolution card with [Gammamon] in its name may digivolve into this card in your hand for a digivolution cost of 3, ignoring digivolution requirements. [All Turns] This Digimon gains all effects of cards with [Gammamon] in their names in this Digimon's digivolution cards.",[All Turns] This Digimon gains all effects of cards with [Gammamon] in their names in this Digimon's digivolution cards.,[Digivolve] Lv.4 w/[Gammamon] in name: Cost 3,Digimon Card Game,canoweissmon-rb1-009,2024-05-27 15:14:30,Canoweissmon,514271,"['LM-01: Limited Card Pack Digimon Ghost Game', 'RB-01: Resurgence Booster']"
Siriusmon,Digimon,RB1-010,6,11,3,Red,5,[Digivolve] Lv.5 w/[Gammamon] in text: Cost 3,Red,,Light Dragon,,Mega,11000,Vaccine,SR,Mega,,"[When Digivolving] By placing 1 Digimon card with [Gammamon] in its text from your hand as this Digimon's bottom digivolution card, delete 1 of your opponent's Digimon with DP less than or equal to this Digimon's DP. [Your Turn] [Once Per Turn] When an opponent's Digimon is deleted, you may unsuspend this Digimon.",,[Digivolve] Lv.5 w/[Gammamon] in text: Cost 3,Digimon Card Game,siriusmon-rb1-010,2024-05-27 15:14:30,Siriusmon,514458,['RB-01: Resurgence Booster']
Jellymon,Digimon,RB1-011,3,3,0,Blue,2,,Blue,,Mollusk,,Rookie,1000,Data,U,Rookie,,[On Play] Reveal the top 3 cards of your deck. Add 1 card with [Jellymon] in its text and 1 [Kiyoshiro Higashimitarai] among them to your hand. Place the remaining cards at the bottom of your deck in any order.,"[Your Turn] [Once Per Turn] When one of your effects trashes a card in your hand, gain 1 memory.",,Digimon Card Game,jellymon-rb1-011,2024-05-27 15:14:30,Jellymon,514454,"['Box Promotion Pack: Resurgence Booster', 'RB-01: Resurgence Booster']"
KausGammamon,Digimon,RB1-012,4,5,2,Blue,3,[Digivolve] [Gammamon]: Cost 2,Blue,,Dragonkin,,Champion,6000,Data,C,Champion,,"＜Evade＞ (When this Digimon would be deleted, you may suspend it to prevent that deletion).",,[Digivolve] [Gammamon]: Cost 2,Digimon Card Game,kausgammamon-rb1-012,2024-05-27 15:14:30,KausGammamon,515153,['RB-01: Resurgence Booster']
TeslaJellymon,Digimon,RB1-013,4,5,2,Blue,3,,Blue,,Mollusk,,Champion,5000,Data,C,Champion,,"[When Digivolving] If you don't have [Kiyoshiro Higashimitarai], you may play 1 [Kiyoshiro Higashimitarai] from your hand without paying the cost.","[Your Turn] [Once Per Turn] When one of your effects trashes a card in your hand, gain 1 memory.",,Digimon Card Game,teslajellymon-rb1-013,2024-05-27 15:14:30,TeslaJellymon,514455,['RB-01: Resurgence Booster']
Thetismon,Digimon,RB1-014,5,7,3,Blue,4,,Blue,,Aquabeast,,Ultimate,7000,Data,U,Ultimate,,"[When Digivolving] You may trash up to 2 blue cards in your hand. For each one, you may trash any 1 card under your opponent's Digimon or Tamers. Then, until the end of your opponent's turn, 1 of their Digimon or Tamers without cards under it can't suspend.","[End of Attack] [Once Per Turn] By returning 3 cards with [Jellymon] in their texts from your trash to the bottom of the deck in any order, unsuspend this Digimon.",,Digimon Card Game,thetismon-rb1-014,2024-05-27 15:14:30,Thetismon,514456,['RB-01: Resurgence Booster']
Fumamon,Digimon,RB1-015,5,7,3,Blue,4,[Digivolve] Lv.4 w/[Gammamon] in name: Cost 3,Blue,,Cyborg,,Ultimate,7000,Data,R,Ultimate,,"[When Digivolving] Trash the top 3 digivolution cards of 1 of your opponent's Digimon with DP less than or equal to this Digimon's DP. Then, 1 of your opponent's Digimon with no digivolution cards can't attack until the end of their turn. [All Turns] This Digimon gains all effects of cards with [Gammamon] in their names in this Digimon's digivolution cards.",[All Turns] This Digimon gains all effects of cards with [Gammamon] in their names in this Digimon's digivolution cards.,[Digivolve] Lv.4 w/[Gammamon] in name: Cost 3,Digimon Card Game,fumamon-rb1-015,2024-05-27 15:14:30,Fumamon,515154,['RB-01: Resurgence Booster']
Amphimon,Digimon,RB1-016,6,12,4,Blue,5,,Blue,,Cyborg,,Mega,12000,Data,SR,Mega,,"[When Digivolving] [When Attacking] You may trash up to 2 blue cards in your hand. For each one, trash any 1 card under your opponent's Digimon or Tamers. Then, you may return 1 of your opponent's Digimon with no digivolution cards to the bottom of the deck. [All Turns] [Once Per Turn] When one of your blue Digimon would be deleted, by returning 3 cards with [Jellymon] in their texts from your trash to the bottom of your deck in any order, prevent its deletion.",,,Digimon Card Game,amphimon-rb1-016,2024-05-27 15:14:30,Amphimon,514934,['RB-01: Resurgence Booster']
Numemon,Digimon,RB1-017,4,3,2,Yellow,3,,Yellow,Black,Mollusk,,Champion,1000,Virus,C,Champion,,[On Deletion] Reveal the top 3 cards of your deck. Add 1 card with [Monzaemon] in its name and 1 card with [Numemon] in its name among them to your hand. Place the rest at the bottom of your deck in any order.,"[Opponent's Turn] While this Digimon has [Monzaemon] or [Numemon] in its name, it gains ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target).",,Digimon Card Game,numemon-rb1-017,2024-05-27 15:14:30,Numemon,515252,['RB-01: Resurgence Booster']
Monzaemon,Digimon,RB1-018,5,7,4,Yellow,4,[Digivolve] Lv.4 w/[Numemon] in name: Cost 3,Yellow,,Puppet,,Ultimate,7000,Vaccine,R,Ultimate,,"[On Play] By placing 1 Digimon card with [Numemon] in its name from your trash as this Digimon's bottom digivolution card, gain 2 memory. [On Play] [When Digivolving] 1 of your opponent's Digimon gets -3000 DP and ＜Security A. -1＞ (This Digimon checks 1 fewer security card) until the end of their turn.","[Your Turn] While this Digimon has [Monzaemon] or [Numemon] in its name, it gains ＜Security A. +1＞ (This Digimon checks 1 additional security card).",[Digivolve] Lv.4 w/[Numemon] in name: Cost 3,Digimon Card Game,monzaemon-rb1-018,2024-05-27 15:14:30,Monzaemon,515253,['RB-01: Resurgence Booster']
ShinMonzaemon,Digimon,RB1-019,6,13,5,Yellow,5,[Digivolve] Lv.5 w/[Monzaemon]/[Numemon] in name: Cost 4,Yellow,,Puppet,,Mega,13000,Vaccine,SR,Mega,,"[When Digivolving] Place all level 3 Digimon face down on top of their owners' security stacks in any order. Then, all of your opponent's level 4 or higher Digimon get -3000 DP and ＜Security A. -1＞ (This Digimon checks 1 fewer security card) until the end of their turn. [When Attacking] By trashing 1 card with [Numemon] in its name in this Digimon's digivolution cards, place 1 of your opponent's Digimon face down at the bottom of their security stack.",,[Digivolve] Lv.5 w/[Monzaemon]/[Numemon] in name: Cost 4,Digimon Card Game,shinmonzaemon-rb1-019,2024-05-27 15:14:30,ShinMonzaemon,515255,['RB-01: Resurgence Booster']
Angoramon,Digimon,RB1-020,3,3,0,Green,2,,Green,,Beast,,Rookie,1000,Vaccine,U,Rookie,,[On Play] Reveal the top 3 cards of your deck. Add 1 card with [Angoramon] in its text and 1 [Ruli Tsukiyono] among them to your hand. Place the rest at the bottom of your deck in any order.,"[All Turns] While your opponent has no unsuspended Digimon in play, this Digimon gets +1000 DP.",,Digimon Card Game,angoramon-rb1-020,2024-05-27 15:14:30,Angoramon,514945,"['Box Promotion Pack: Resurgence Booster', 'RB-01: Resurgence Booster']"
WezenGammamon,Digimon,RB1-021,4,5,2,Green,3,[Digivolve] [Gammamon]: Cost 2,Green,,Ceratopsian,,Champion,6000,Data,C,Champion,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target).",,[Digivolve] [Gammamon]: Cost 2,Digimon Card Game,wezengammamon-rb1-021,2024-05-27 15:14:30,WezenGammamon,515155,['RB-01: Resurgence Booster']
SymbareAngoramon,Digimon,RB1-022,4,5,2,Green,3,,Green,,Beastkin,,Champion,5000,Vaccine,C,Champion,,"[When Digivolving] If you don't have [Ruli Tsukiyono] in play, you may play 1 [Ruli Tsukiyono] from your hand without paying the cost.","[All Turns] While your opponent has no unsuspended Digimon in play, this Digimon gets +1000 DP.",,Digimon Card Game,symbareangoramon-rb1-022,2024-05-27 15:14:30,SymbareAngoramon,514944,['RB-01: Resurgence Booster']
Ghilliedhumon,Digimon,RB1-023,5,7,3,Green,4,[Digivolve] Lv.4 w/[Gammamon] in name: Cost 3,Green,,Fairy,,Ultimate,7000,Data,R,Ultimate,,[When Digivolving] Suspend 1 of your opponent's Digimon with DP less than or equal to this Digimon. Digimon suspended by this effect don't unsuspend until the end of your opponent's next turn. [All Turns] This Digimon gains all effects of cards with [Gammamon] in their names in this Digimon's digivolution cards.,[All Turns] This Digimon gains all effects of cards with [Gammamon] in their names in this Digimon's digivolution cards.,[Digivolve] Lv.4 w/[Gammamon] in name: Cost 3,Digimon Card Game,ghilliedhumon-rb1-023,2024-05-27 15:14:30,Ghilliedhumon,515156,['RB-01: Resurgence Booster']
Lamortmon,Digimon,RB1-024,5,8,3,Green,4,,Green,,Beast,,Ultimate,8000,Vaccine,U,Ultimate,,"[When Digivolving] This Digimon gains ＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would) for the turn. Then, if a Digimon card with [Angoramon] in its name is in this Digimon's digivolution cards, suspend 1 of your opponent's Digimon.","[Your Turn] [Once Per Turn] When this Digimon deletes an opponent's Digimon in battle, trash the top card of your opponent's security stack.",,Digimon Card Game,lamortmon-rb1-024,2024-05-27 15:14:30,Lamortmon,514942,['RB-01: Resurgence Booster']
Diarbbitmon,Digimon,RB1-025,6,12,4,Green,5,,Green,,Beast Knight,,Mega,12000,Vaccine,SR,Mega,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target). [When Digivolving] [When Attacking] Suspend 1 of your opponent’s Digimon. Then, if your opponent has no unsuspended Digimon in play, gain 1 memory. [End of Your Turn] 1 of your Digimon with [Angoramon] in its text may attack an opponent's Digimon.",,,Digimon Card Game,diarbbitmon-rb1-025,2024-05-27 15:14:30,Diarbbitmon,514940,['RB-01: Resurgence Booster']
Espimon,Digimon,RB1-026,3,3,0,Black,2,,Black,,Cyborg,,Rookie,2000,Virus,C,Rookie,,"Inherited Effect [Opponent's Turn] While there's a Tamer, this Digimon gets +2000 DP.",,,Digimon Card Game,espimon-rb1-026,2024-05-27 15:14:30,Espimon,515258,['RB-01: Resurgence Booster']
HoverEspimon,Digimon,RB1-027,4,5,2,Black,3,,Black,,Cyborg,,Champion,5000,Virus,SR,Champion,,"[On Play] [When Digivolving] Reveal the top card of your opponent's security stack. If that card is a Digimon card, gain 1 memory. If that card is a non-Digimon, ＜Draw 1＞ (Draw 1 card from your deck). Place the revealed card on the top or bottom of your opponent's security stack face down. [All Turns] While there's a Tamer, this Digimon gains ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target) and can't be deleted by your opponent's effects.",,,Digimon Card Game,hoverespimon-rb1-027,2024-05-27 15:14:30,HoverEspimon,515256,['RB-01: Resurgence Booster']
BlackGatomon Uver.,Digimon,RB1-028,4,5,2,Purple,3,,Purple,,Dark Animal,,Champion,4000,Virus,R,Champion,,"[Security] At the end of the battle, play this card without paying the cost. [On Play] By returning 1 Digimon card from your opponent's trash to the bottom of their deck, ＜Draw 1＞ (Draw 1 card from your deck).",,,Digimon Card Game,blackgatomon-uver-rb1-028,2024-05-27 15:14:30,BlackGatomon Uver.,515498,"['LM-01: Limited Card Pack Digimon Ghost Game', 'RB-01: Resurgence Booster']"
GulusGammamon,Digimon,RB1-029,4,6,3,Purple,3,[Digivolve] [Gammamon]: Cost 2,Purple,,Dragonkin,,Champion,6000,Virus,U,Champion,,"[End of Attack] By deleting this Digimon, delete 1 of your opponent's Digimon with DP less than or equal to the deleted Digimon's DP. [On Deletion] Play 1 [Gammamon] from your trash suspended without paying its cost.",,[Digivolve] [Gammamon]: Cost 2,Digimon Card Game,gulusgammamon-rb1-029,2024-05-27 15:14:30,GulusGammamon,515157,"['LM-01: Limited Card Pack Digimon Ghost Game', 'RB-01: Resurgence Booster']"
Regulusmon,Digimon,RB1-030,5,9,4,Purple,4,[Digivolve] Lv.4 w/[Gammamon] in name: Cost 3,Purple,,Evil Dragon,,Ultimate,9000,Virus,R,Ultimate,,"[When Digivolving] [When Attacking] [Once Per Turn] By trashing 1 card with [Gammamon] in its text in your hand, 1 of your Digimon gains ”[On Deletion] Delete 1 of your opponent's Digimon with the lowest level” until the end of your opponent's next turn. [All Turns] This Digimon gains all effects of cards with [Gammamon] in their names in this Digimon's digivolution cards.",[All Turns] This Digimon gains all effects of cards with [Gammamon] in their names in this Digimon's digivolution cards.,[Digivolve] Lv.4 w/[Gammamon] in name: Cost 3,Digimon Card Game,regulusmon-rb1-030,2024-05-27 15:14:30,Regulusmon,515158,['RB-01: Resurgence Booster']
Arcturusmon,Digimon,RB1-031,6,13,5,Purple,5,[Digivolve] Lv.5 w/[Gammamon] in text: Cost 4,Purple,,Dragonkin,,Mega,13000,Virus,SR,Mega,,"[When Digivolving] You may place 1 Digimon card with [Gammamon] in its text from your trash as this Digimon's bottom digivolution card. Then, you may delete 1 Digimon whose level is less than or equal to the number of cards in this Digimon's digivolution cards. [On Deletion] You may return 1 Digimon Card from your trash to your hand. Then, by trashing 1 [Siriusmon] from your hand, you may play 1 [Proximamon] from your hand without paying its cost.","[Your Turn] [Once Per Turn] When an opponent's Digimon is deleted, if this Digimon has [Gammamon] in its text, trash the top card of your opponent's security stack.",[Digivolve] Lv.5 w/[Gammamon] in text: Cost 4,Digimon Card Game,arcturusmon-rb1-031,2024-05-27 15:14:30,Arcturusmon,515159,['RB-01: Resurgence Booster']
Hiro Amanokawa,Tamer,RB1-032,,3,,,,,Red,,,,,,,R,,,"[Start of Your Main Phase] By placing 1 Digimon card with [Gammamon] in its name from your hand as 1 of your Digimon's bottom digivolution card, gain 1 memory and ＜Draw 1＞ (Draw 1 card from your deck). [Your Turn] When one of your Digimon digivolves into a Digimon with [Gammamon] in its text, by suspending this Tamer, that Digimon gets +2000 DP for the turn.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,hiro-amanokawa-rb1-032,2024-05-27 15:14:30,Hiro Amanokawa,514460,"['Box Promotion Pack: Resurgence Booster', 'RB-01: Resurgence Booster']"
Kiyoshiro Higashimitarai,Tamer,RB1-033,,3,,,,,Blue,,,,,,,R,,,"[All Turns] When your Digimon with [Jellymon] in its text or when your opponent's level 5 or higher Digimon attacks, if you have 7 or fewer cards in your hand, by suspending this Tamer, ＜Draw 1＞ (Draw 1 card from your deck). [Your Turn] When this Tamer becomes unsuspended, gain 1 memory.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,kiyoshiro-higashimitarai-rb1-033,2024-05-27 15:14:30,Kiyoshiro Higashimitarai,514933,"['Box Promotion Pack: Resurgence Booster', 'RB-01: Resurgence Booster']"
Ruli Tsukiyono,Tamer,RB1-034,,3,,,,,Green,,,,,,,R,,,"[Your Turn] When one of your Digimon would digivolve into a green card with the [Beast], [Animal] or [Sovereign] in any of its traits (other than other than [Sea Animal] trait), by suspending this Tamer, reduce the digivolution cost by 1. [End of Your Turn] [Once Per Turn] You may unsuspend 1 of your Digimon with [Angoramon] in its text.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,ruli-tsukiyono-rb1-034,2024-05-27 15:14:30,Ruli Tsukiyono,514937,"['Box Promotion Pack: Resurgence Booster', 'RB-01: Resurgence Booster']"
